Photovoltaics.alphaModule,Photovoltaics.betaModule,Photovoltaics.PPeak,BatteryStorage.EBattNominal,BatteryStorage.SOCMax,BatteryStorage.SOCMin,batteryControllerDT1.lowerLimit,batteryControllerDT1.upperLimit,HeatingAndCooling.HeatGeneration.HeatStorage.VStorage,Investment costs,Yearly total costs,Yearly CO2 emissions,Resilience,Mean battery state of charge,Yearly energy discharged from battery,Maximum power peak,SOC Time proportion,Yearly energy fed into the grid,Maximum feed-in power peak,posResilience
0.9216440866914593,0.06776636,0.039512074,0.557908208,0.6013960150728921,0.649725401,0.261615942,0.9470288614986272,0.080740754,171739.9301,337798.968,2159.875287,-1360.819073,0.199951905,0.0138720973520049,333428.193,1.0,0.0,0.0,1360.819073
0.469838319,0.5884471,0.5360242405822411,0.98455961,0.2980595,0.035054988,0.345955202065317,0.385732257,0.046889472,167954.8335,339515.5528,2164.1300249732103,-1209.496474,0.199952025,0.013837348,333428.1933,1.0,0.0,0.0,1209.496474
0.508551181,0.044716896,0.474708707,0.134058269,0.1408582864252059,0.334869437,0.844702329,0.8099694420093341,0.812361953,492451.9889,330741.34193103696,2130.775644,-2126.176671,0.199951556,0.013973043,333428.19324199803,1.0,14849.09777,91615.65007,2126.176671
0.599402327,0.74199652,0.7900732318774991,0.6620549066372371,0.927712644,0.8679979027949691,0.395900229,0.917469991,0.103869841,253864.1959,333533.2731,2147.192045,-874.7191496,0.59706015,654.2033625,333428.19276892697,0.000223989,0.0,0.0,874.7191496
0.198847469562828,0.143575367,0.977104171,0.572328647,0.2217069690201569,0.407828797827821,0.778636927,0.039423362,0.2983259373113161,524207.9662,330432.30947289604,2129.594627,-1433.246797,0.199951856,0.013886125,333428.1935,1.0,11587.06572,92856.76538,1433.246797
0.405004882,0.061534327,0.882712939,0.9342603228723092,0.53415768,0.014820095,0.033981161,0.054306152,0.1329404468963259,583960.9262,330126.973,2129.2845628720897,-1173.340595,0.189153351,68.81753011,333428.19453866896,1.0,11218.03668,74642.85587,1173.340595
0.514933696,0.433103411,0.458629092,0.4711671281722029,0.41536618,0.6302826391451379,0.344981484,0.9076050356279428,0.092677201,632557.8354,333778.0439,2142.606852,-539.5651635,0.053730237,1490.408955,333428.20196712896,1.0,92.24088960135008,2735.798964,539.5651635
0.13597833,0.232742544,0.10599948,0.9927225546703532,0.033870815,0.258674194539135,0.7427484107422679,0.9935221467809068,0.970256286,330731.5791,331659.072,2134.237166,-1023.130973,0.199952221,0.013780882,333428.19338213897,1.0,13159.5872066656,81981.53849214531,1023.130973
0.954242956,0.173160915,0.4342122748869099,0.165959074,0.3738189547274141,0.475401403,0.4353358882224049,0.702421919,0.694959161,305189.7694,334388.382,2150.8001213336897,-2143.708866,0.19995155,0.013974456,333428.193,1.0,0.0,0.0,2143.70886631472
0.031309734,0.004387991,0.337219346,0.940712681,0.246583734,0.459325396,0.220167238,0.1403515987806319,0.9063519227612792,244052.7033,333318.949740054,2146.05601577528,-367.3710518,0.199954376,0.013158575,333428.1936,1.0,5.688475942,0.0,367.371051758036
